,Sample_ID,Sample_Name,I7_Index_ID,Brain region,RNAseq/ATACseq,Enrichment,Sample_Name_original,Sample_Name_normalized
1,IGF125029,BBN006-36107-MTG,SI-TT-C1,MTG,RNAseq,,BBN006-36107-MTG,BBN006_36107
2,IGF125030,BBN-9984-MTG,SI-TT-C5,MTG,RNAseq,,BBN-9984-MTG,BBN_9984
3,IGF125031,BBN006-36170-MTG,SI-TT-C6,MTG,RNAseq,,BBN006-36170-MTG,BBN006_36170
4,IGF125032,BBN-2564-FC,SI-TT-C7,PFC,RNAseq,,BBN-2564-FC,BBN_2564
5,IGF125033,BBN-20121-FC,SI-TT-C10,PFC,RNAseq,,BBN-20121-FC,BBN_20121
6,IGF125034,BBN-9980-FC,SI-TT-C11,PFC,RNAseq,,BBN-9980-FC,BBN_9980
7,IGF125035,BBN002-30840-MTG,SI-TT-C12,MTG,RNAseq,,BBN002-30840-MTG,BBN002_30840
8,IGF125036,BBN-18407-FC,SI-TT-C2,PFC,RNAseq,,BBN-18407-FC,BBN_18407
9,IGF125037,BBN002-35951-FC,SI-TT-C3,PFC,RNAseq,,BBN002-35951-FC,BBN002_35951
10,IGF125038,BBN-24243-MTGa,SI-TT-C4,MTG,RNAseq,,BBN-24243-MTGa,BBN_24243a
11,IGF125039,BBN006-35453-MTG,SI-TT-C8,MTG,RNAseq,,BBN006-35453-MTG,BBN006_35453
12,IGF125040,BBN006-36102-MTG,SI-TT-C9,MTG,RNAseq,,BBN006-36102-MTG,BBN006_36102
13,IGF125041,BBN-22612-MT,SI-TT-D10,,RNAseq,,BBN-22612-MT,BBN_22612_MT
14,IGF125042,BBN006-30165-MTG,SI-TT-D11,MTG,RNAseq,,BBN006-30165-MTG,BBN006_30165
15,IGF125043,BBN002-32844-MTG,SI-TT-D12,MTG,RNAseq,,BBN002-32844-MTG,BBN002_32844
16,IGF125044,BBN001-35182-MTG,SI-TT-D1,MTG,RNAseq,,BBN001-35182-MTG,BBN001_35182
17,IGF125045,BBN006-35417-MTG,SI-TT-D2,MTG,RNAseq,,BBN006-35417-MTG,BBN006_35417
18,IGF125046,BBN002-26278-MTG,SI-TT-D3,MTG,RNAseq,,BBN002-26278-MTG,BBN002_26278
19,IGF125047,BBN002-36130-MTG,SI-TT-D4,MTG,RNAseq,,BBN002-36130-MTG,BBN002_36130
20,IGF125048,BBN002-28858-MTG,SI-TT-D5,MTG,RNAseq,,BBN002-28858-MTG,BBN002_28858
21,IGF125049,BBN-24243-MTG,SI-TT-D6,MTG,RNAseq,,BBN-24243-MTG,BBN_24243
22,IGF125050,BBN006-35560-MTG,SI-TT-D7,MTG,RNAseq,,BBN006-35560-MTG,BBN006_35560
23,IGF125051,BBN006-35513-MTG,SI-TT-D8,MTG,RNAseq,,BBN006-35513-MTG,BBN006_35513
24,IGF125052,BBN-20618-MTG,SI-TT-E7,MTG,RNAseq,,BBN-20618-MTG,BBN_20618
25,IGF125053,BBN002-32628-MTG,SI-TT-E1,MTG,RNAseq,,BBN002-32628-MTG,BBN002_32628
26,IGF125054,BBN006-30889-MTG,SI-TT-E2,MTG,RNAseq,,BBN006-30889-MTG,BBN006_30889
27,IGF125055,BBN006-34151-MTG,SI-TT-E3,MTG,RNAseq,,BBN006-34151-MTG,BBN006_34151
30,,,,,,,,
0,IGF128089,BBN-9939-MTG-UNS,SI-TT-E12,MTG,RNAseq,UNS,BBN-9939-MTG-UNS,BBN_9939
1,IGF128090,BBN-24610-MTG-NEG,SI-TT-F3,MTG,RNAseq,GEN,BBN-24610-MTG-NEG,BBN_24610
2,IGF128091,BBN-9786-MTG-UNS,SI-TT-F4,MTG,RNAseq,UNS,BBN-9786-MTG-UNS,BBN_9786
3,IGF128092,BBN003-32184-MTG-NEG,SI-TT-F2,MTG,RNAseq,GEN,BBN003-32184-MTG-NEG,BBN003_32184
4,IGF128093,BBN005-29520-SSC-NEG,SI-TT-F5,SSC,RNAseq,GEN,BBN005-29520-SSC-NEG,BBN005_29520
5,IGF128094,BBN-10611MTG-NEG,SI-TT-F6,MTG,RNAseq,GEN,BBN-10611MTG-NEG,BBN_10611
6,IGF128095,BBN-8051-MTG-NEG,SI-TT-F8,MTG,RNAseq,GEN,BBN-8051-MTG-NEG,BBN_8051
7,IGF128096,BBN9727-MTG-UNS,SI-TT-F10,MTG,RNAseq,UNS,BBN9727-MTG-UNS,BBN9727
8,IGF128097,BBN-18399-MTG-NEG,SI-TT-F11,MTG,RNAseq,GEN,BBN-18399-MTG-NEG,BBN_18399
9,IGF128098,BBN9953-MTG-NEG,SI-TT-F12,MTG,RNAseq,GEN,BBN9953-MTG-NEG,BBN9953
10,IGF128099,BBN9779-MTG-NEG,SI-TT-G1,MTG,RNAseq,GEN,BBN9779-MTG-NEG,BBN9779
11,IGF128100,BBN-21792-MTG-NEG,SI-TT-G2,MTG,RNAseq,GEN,BBN-21792-MTG-NEG,BBN_21792
12,IGF128101,BBN-21005-MTG-NEG,SI-TT-G3,MTG,RNAseq,GEN,BBN-21005-MTG-NEG,BBN_21005
13,IGF128102,BBN002-29170-MTG-NEG,SI-TT-G4,MTG,RNAseq,GEN,BBN002-29170-MTG-NEG,BBN002_29170
14,IGF128103,BBN-10099-MTG-NEG,SI-TT-G9,MTG,RNAseq,GEN,BBN-10099-MTG-NEG,BBN_10099
15,IGF128104,BBN002-30035-MTG-NEG,SI-TT-G10,MTG,RNAseq,GEN,BBN002-30035-MTG-NEG,BBN002_30035
16,IGF128105,BBN-16213-MTG-NEG,SI-TT-G11,MTG,RNAseq,GEN,BBN-16213-MTG-NEG,BBN_16213
17,IGF128106,BBN002-29089-MTG-NEG,SI-TT-G12,MTG,RNAseq,GEN,BBN002-29089-MTG-NEG,BBN002_29089
18,IGF128107,BBN-9984-MTG-NEG,SI-TT-H1,MTG,RNAseq,GEN,BBN-9984-MTG-NEG,BBN_9984
19,IGF128108,BBN-24578-MTG-NEG,SI-TT-H2,MTG,RNAseq,GEN,BBN-24578-MTG-NEG,BBN_24578
20,IGF128109,BBN002-30035-SSC-NEG,SI-TT-H3,SSC,RNAseq,GEN,BBN002-30035-SSC-NEG,BBN002_30035
21,IGF128110,BBN-9779-MTR-NEG,SI-TT-H4,,RNAseq,GEN,BBN-9779-MTR-NEG,BBN_9779_MTR
22,IGF128111,BBN-18813-MTG-NEG,SI-TT-H5,MTG,RNAseq,GEN,BBN-18813-MTG-NEG,BBN_18813
23,IGF128113,BBN-21005-SSC-NEG,SI-TT-H11,SSC,RNAseq,GEN,BBN-21005-SSC-NEG,BBN_21005
24,IGF128114,BBN002-30127-MTG-NEG,SI-TT-H12,MTG,RNAseq,GEN,BBN002-30127-MTG-NEG,BBN002_30127
25,IGF128115,QC-S4-0hrs,SI-TT-H6,,RNAseq,,QC-S4-0hrs,QC_S4_0hrs
26,IGF128116,QC-S4-6hrs,SI-TT-H7,,RNAseq,,QC-S4-6hrs,QC_S4_6hrs
27,IGF128117,QC-S4-24hrs,SI-TT-H8,,RNAseq,,QC-S4-24hrs,QC_S4_24hrs
28,IGF128118,QC-S12-0hrs,SI-TT-H9,,RNAseq,,QC-S12-0hrs,QC_S12_0hrs
0,IGF114164,A019-12-EC,,EC,,,A019-12-EC,A019_12
1,IGF114165,A019-12-mTemp,,mTemp,,,A019-12-mTemp,A019_12
2,IGF114166,A019-12-SSC,,SSC,,,A019-12-SSC,A019_12
3,IGF114167,A051-14-EC,,EC,,,A051-14-EC,A051_14
4,IGF114168,A051-14-SSC,,SSC,,,A051-14-SSC,A051_14
5,IGF114169,A051-14-mTemp,,mTemp,,,A051-14-mTemp,A051_14
6,IGF114170,A053-11-SSC,,SSC,,,A053-11-SSC,A053_11
7,IGF114171,A053-11-EC,,EC,,,A053-11-EC,A053_11
8,IGF114172,A053-11-mTemp,,mTemp,,,A053-11-mTemp,A053_11
9,IGF114173,A096-14-EC,,EC,,,A096-14-EC,A096_14
10,IGF114174,A096-14-SSC,,SSC,,,A096-14-SSC,A096_14
11,IGF114175,A096-14-mTemp,,mTemp,,,A096-14-mTemp,A096_14
12,IGF114176,A115-17-SSC,,SSC,,,A115-17-SSC,A115_17
13,IGF114177,A115-17-EC,,EC,,,A115-17-EC,A115_17
14,IGF114178,A115-17-mTemp,,mTemp,,,A115-17-mTemp,A115_17
15,IGF114179,A127-11-EC,,EC,,,A127-11-EC,A127_11
16,IGF114180,A127-11-mTemp,,mTemp,,,A127-11-mTemp,A127_11
17,IGF114181,A127-11-SSC,,SSC,,,A127-11-SSC,A127_11
18,IGF114182,A163-17-EC,,EC,,,A163-17-EC,A163_17
19,IGF114183,A163-17-SSC,,SSC,,,A163-17-SSC,A163_17
20,IGF114184,A163-17-mTemp,,mTemp,,,A163-17-mTemp,A163_17
21,IGF114185,A169-10-EC,,EC,,,A169-10-EC,A169_10
22,IGF114186,A169-10-SSC,,SSC,,,A169-10-SSC,A169_10
23,IGF114187,A170-13-EC,,EC,,,A170-13-EC,A170_13
24,IGF114188,A170-13-SSC,,SSC,,,A170-13-SSC,A170_13
25,IGF114189,A170-13-mTemp,,mTemp,,,A170-13-mTemp,A170_13
26,IGF114190,A272-15-EC,,EC,,,A272-15-EC,A272_15
27,IGF114191,A272-15-SSC,,SSC,,,A272-15-SSC,A272_15
28,IGF114192,A272-15-mTemp,,mTemp,,,A272-15-mTemp,A272_15
29,IGF114193,A277-12-SSC,,SSC,,,A277-12-SSC,A277_12
30,IGF114194,A277-12-mTemp,,mTemp,,,A277-12-mTemp,A277_12
31,IGF114195,A282-14-SSC,,SSC,,,A282-14-SSC,A282_14
32,IGF114196,A282-14-EC,,EC,,,A282-14-EC,A282_14
33,IGF114197,A282-14-mTemp,,mTemp,,,A282-14-mTemp,A282_14
34,IGF114198,A297-16-EC,,EC,,,A297-16-EC,A297_16
35,IGF114199,A297-16-mTemp,,mTemp,,,A297-16-mTemp,A297_16
36,IGF114200,A297-16-SSC,,SSC,,,A297-16-SSC,A297_16
37,IGF114201,A319-11-SSC,,SSC,,,A319-11-SSC,A319_11
38,IGF114202,A319-11-EC,,EC,,,A319-11-EC,A319_11
39,IGF114203,A319-11-mTemp,,mTemp,,,A319-11-mTemp,A319_11
40,IGF114204,A354-16-mtemp,,mtemp,,,A354-16-mtemp,A354_16
41,IGF114205,A354-16-EC,,EC,,,A354-16-EC,A354_16
42,IGF114206,A354-16-SSC,,SSC,,,A354-16-SSC,A354_16
43,IGF114207,A402-14-SSC,,SSC,,,A402-14-SSC,A402_14
44,IGF114208,A402-14-EC,,EC,,,A402-14-EC,A402_14
45,IGF114209,A402-14-mTemp,,mTemp,,,A402-14-mTemp,A402_14
46,IGF114210,PDC016-EC,,EC,,,PDC016-EC,PDC016
47,IGF114211,PDC016-mTemp,,mTemp,,,PDC016-mTemp,PDC016
48,IGF114212,PDC-026-EC,,EC,,,PDC-026-EC,PDC_026
49,IGF114213,PDC-026-SSC,,SSC,,,PDC-026-SSC,PDC_026
50,IGF114214,A277-12-EC,,EC,,,A277-12-EC,A277_12
51,IGF114215,PDC016-SSC,,SSC,,,PDC016-SSC,PDC016
52,IGF114216,PDC-026-mTemp,,mTemp,,,PDC-026-mTemp,PDC_026
0,IGF112633,A127-11SSC_1,SI-GA-A12,SSC,,,A127-11SSC_1,A127_11
4,IGF112634,A053-11SSC_1,SI-GA-B5,SSC,,,A053-11SSC_1,A053_11
8,IGF112635,A282-14SSC_1,SI-GA-B7,SSC,,,A282-14SSC_1,A282_14
12,IGF112636,A127-11EC_1,SI-GA-B9,EC,,,A127-11EC_1,A127_11
16,IGF112637,A282-14EC_1,SI-GA-B11,EC,,,A282-14EC_1,A282_14
20,IGF112638,A096-14SSC_1,SI-GA-C1,SSC,,,A096-14SSC_1,A096_14
24,IGF112639,A163-17SSC_1,SI-GA-C3,SSC,,,A163-17SSC_1,A163_17
28,IGF112640,A096-14EC_1,SI-GA-C5,EC,,,A096-14EC_1,A096_14
32,IGF112641,A163-17EC_1,SI-GA-C7,EC,,,A163-17EC_1,A163_17
36,IGF112642,A402-14SSC_1,SI-GA-C11,SSC,,,A402-14SSC_1,A402_14
40,IGF112643,A169-10SSC_1,SI-GA-C9,SSC,,,A169-10SSC_1,A169_10
44,IGF112644,A053-11EC_1,SI-GA-D1,EC,,,A053-11EC_1,A053_11
48,IGF112645,A402-14EC_1,SI-GA-D5,EC,,,A402-14EC_1,A402_14
52,IGF112646,A169-10EC_1,SI-GA-D6,EC,,,A169-10EC_1,A169_10
56,IGF112647,A297-16SSC_1,SI-GA-D8,SSC,,,A297-16SSC_1,A297_16
60,IGF112648,A297-16EC_1,SI-GA-D10,EC,,,A297-16EC_1,A297_16
64,IGF112649,A319-11EC_1,SI-GA-D12,EC,,,A319-11EC_1,A319_11
68,IGF112650,A277-12SSC_1,SI-GA-E2,SSC,,,A277-12SSC_1,A277_12
72,IGF112651,A277-12EC_1,SI-GA-E4,EC,,,A277-12EC_1,A277_12
76,IGF112652,A319-11SSC_1,SI-GA-E6,SSC,,,A319-11SSC_1,A319_11
80,IGF112653,PDC016EC_1,SI-GA-E8,EC,,,PDC016EC_1,PDC016
84,IGF112654,PDC016SSC_1,SI-GA-E10,SSC,,,PDC016SSC_1,PDC016
88,IGF112655,PDC026EC_1,SI-GA-E12,EC,,,PDC026EC_1,PDC026
92,IGF112656,PDC026SSC_1,SI-GA-F2,SSC,,,PDC026SSC_1,PDC026
0,IGF119585,RSMG15-4,S762,,,,RSMG15-4,RSMG15
1,IGF119586,RSMG16-4,S713,,,,RSMG16-4,RSMG16
2,IGF119587,RSMG16-6,S736,,,,RSMG16-6,RSMG16
3,IGF119588,RSMG16-1,S709,,,,RSMG16-1,RSMG16
4,IGF119589,RSMG16-3,S732,,,,RSMG16-3,RSMG16
5,IGF119590,RSMG16-5,S774,,,,RSMG16-5,RSMG16
6,IGF119591,RSMG16-7,S747,,,,RSMG16-7,RSMG16
7,IGF119592,RSMG17-2,S794,,,,RSMG17-2,RSMG17
8,IGF119593,RSMG17-4,S729,,,,RSMG17-4,RSMG17
9,IGF119594,RSMG17-6,S777,,,,RSMG17-6,RSMG17
10,IGF119595,RSMG17-1,S772,,,,RSMG17-1,RSMG17
11,IGF119596,RSMG17-3,S725,,,,RSMG17-3,RSMG17
12,IGF119597,RSMG17-5,S755,,,,RSMG17-5,RSMG17
13,IGF119598,RSMG17-7,S760,,,,RSMG17-7,RSMG17
1,IGF119538,RSMG9-4,S786,,,,RSMG9-4,RSMG9
2,IGF119539,RSMG9-6,S743,,,,RSMG9-6,RSMG9
3,IGF119540,RSMG9-1,S775,,,,RSMG9-1,RSMG9
5,IGF119542,RSMG9-5,S706,,,,RSMG9-5,RSMG9
6,IGF119543,RSMG9-7,S724,,,,RSMG9-7,RSMG9
7,IGF119544,RSMG10-2,S790,,,,RSMG10-2,RSMG10
8,IGF119545,RSMG10-5,S791,,,,RSMG10-5,RSMG10
9,IGF119546,RSMG10-1,S726,,,,RSMG10-1,RSMG10
10,IGF119547,RSMG10-3,S767,,,,RSMG10-3,RSMG10
11,IGF119548,RSMG10-4,S738,,,,RSMG10-4,RSMG10
12,IGF119549,RSMG10-6,S766,,,,RSMG10-6,RSMG10
13,IGF119550,RSMG11-2,S711,,,,RSMG11-2,RSMG11
14,IGF119551,RSMG11-5,S759,,,,RSMG11-5,RSMG11
15,IGF119552,RSMG11-1,S721,,,,RSMG11-1,RSMG11
16,IGF119553,RSMG11-3,S723,,,,RSMG11-3,RSMG11
17,IGF119554,RSMG11-4,S707,,,,RSMG11-4,RSMG11
18,IGF119555,RSMG11-6,S745,,,,RSMG11-6,RSMG11
19,IGF119556,RSMG12-2,S746,,,,RSMG12-2,RSMG12
20,IGF119557,RSMG12-4,S778,,,,RSMG12-4,RSMG12
21,IGF119558,RSMG13-5,S781,,,,RSMG13-5,RSMG13
22,IGF119559,RSMG12-3,S740,,,,RSMG12-3,RSMG12
23,IGF119560,RSMG12-5,S792,,,,RSMG12-5,RSMG12
0,IGF119489,RSMG1-2,S762,,,,RSMG1-2,RSMG1
1,IGF119490,RSMG1-3,S713,,,,RSMG1-3,RSMG1
2,IGF119491,RSMG1-5,S736,,,,RSMG1-5,RSMG1
3,IGF119494,RSMG1-6,S774,,,,RSMG1-6,RSMG1
4,IGF119495,RSMG2-2,S747,,,,RSMG2-2,RSMG2
6,IGF119497,RSMG2-5,S729,,,,RSMG2-5,RSMG2
7,IGF119498,RSMG2-1,S777,,,,RSMG2-1,RSMG2
8,IGF119499,RSMG2-4,S772,,,,RSMG2-4,RSMG2
9,IGF119500,RSMG2-6,S725,,,,RSMG2-6,RSMG2
10,IGF119501,RSMG3-2,S755,,,,RSMG3-2,RSMG3
11,IGF119502,RSMG3-3,S760,,,,RSMG3-3,RSMG3
12,IGF119503,RSMG3-5,S716,,,,RSMG3-5,RSMG3
14,IGF119505,RSMG3-4,S702,,,,RSMG3-4,RSMG3
15,IGF119506,RSMG3-6,S796,,,,RSMG3-6,RSMG3
16,IGF119507,RSMG4-2,S757,,,,RSMG4-2,RSMG4
17,IGF119508,RSMG4-4,S783,,,,RSMG4-4,RSMG4
18,IGF119509,RSMG4-6,S722,,,,RSMG4-6,RSMG4
19,IGF119510,RSMG4-1,S710,,,,RSMG4-1,RSMG4
21,IGF119513,RSMG4-7,S763,,,,RSMG4-7,RSMG4
22,IGF119514,RSMG5-2,S797,,,,RSMG5-2,RSMG5
23,IGF119515,RSMG5-4,S735,,,,RSMG5-4,RSMG5
24,IGF119516,RSMG5-6,S727,,,,RSMG5-6,RSMG5
25,IGF119517,RSMG5-1,S742,,,,RSMG5-1,RSMG5
26,IGF119518,RSMG5-3,S795,,,,RSMG5-3,RSMG5
27,IGF119519,RSMG5-5,S749,,,,RSMG5-5,RSMG5
28,IGF119520,RSMG5-7,S773,,,,RSMG5-7,RSMG5
29,IGF119521,RSMG6-1,S769,,,,RSMG6-1,RSMG6
30,IGF119522,RSMG6-2,S752,,,,RSMG6-2,RSMG6
31,IGF119523,RSMG6-3,S704,,,,RSMG6-3,RSMG6
32,IGF119524,RSMG6-4,S715,,,,RSMG6-4,RSMG6
33,IGF119525,RSMG7-1,S753,,,,RSMG7-1,RSMG7
34,IGF119526,RSMG7-2,S758,,,,RSMG7-2,RSMG7
35,IGF119527,RSMG7-3,S784,,,,RSMG7-3,RSMG7
36,IGF119528,RSMG7-4,S714,,,,RSMG7-4,RSMG7
37,IGF119529,RSMG7-5,S771,,,,RSMG7-5,RSMG7
38,IGF119530,RSMG7-6,S779,,,,RSMG7-6,RSMG7
39,IGF119531,RSMG7-7,S788,,,,RSMG7-7,RSMG7
40,IGF119532,RSMG8-2,S739,,,,RSMG8-2,RSMG8
41,IGF119533,RSMG8-4,S737,,,,RSMG8-4,RSMG8
42,IGF119534,RSMG8-1,S728,,,,RSMG8-1,RSMG8
43,IGF119535,RSMG8-3,S780,,,,RSMG8-3,RSMG8
44,IGF119536,RSMG8-5,S761,,,,RSMG8-5,RSMG8
10,IGF119579,RSMG15-6,S787,,,,RSMG15-6,RSMG15
11,IGF119584,RSMG16-2,S733,,,,RSMG16-2,RSMG16
3,IGF119492,RSMG1-1,S709,,,,RSMG1-1,RSMG1
4,IGF119493,RSMG1-4,S732,,,,RSMG1-4,RSMG1
22,IGF119511,RSMG4-3,S770,,,,RSMG4-3,RSMG4
0,IGF119561,RSMG12-6,S705,,,,RSMG12-6,RSMG12
1,IGF119562,RSMG12-7,S701,,,,RSMG12-7,RSMG12
2,IGF119563,RSMG12-8,S754,,,,RSMG12-8,RSMG12
3,IGF119564,RSMG13-2,S798,,,,RSMG13-2,RSMG13
4,IGF119565,RSMG13-3,S751,,,,RSMG13-3,RSMG13
5,IGF119566,RSMG12-1,S717,,,,RSMG12-1,RSMG12
6,IGF119567,RSMG13-1,S765,,,,RSMG13-1,RSMG13
7,IGF119568,RSMG13-4,S793,,,,RSMG13-4,RSMG13
8,IGF119569,RSMG13-6,S719,,,,RSMG13-6,RSMG13
9,IGF119570,RSMG14-2,S744,,,,RSMG14-2,RSMG14
10,IGF119571,RSMG14-4,S785,,,,RSMG14-4,RSMG14
11,IGF119572,RSMG14-6,S718,,,,RSMG14-6,RSMG14
12,IGF119573,RSMG14-1,S748,,,,RSMG14-1,RSMG14
13,IGF119574,RSMG14-3,S768,,,,RSMG14-3,RSMG14
15,IGF119576,RSMG14-7,S720,,,,RSMG14-7,RSMG14
16,IGF119577,RSMG14-8,S731,,,,RSMG14-8,RSMG14
17,IGF119578,RSMG15-2,S789,,,,RSMG15-2,RSMG15
19,IGF119580,RSMG15-1,S703,,,,RSMG15-1,RSMG15
20,IGF119581,RSMG15-3,S776,,,,RSMG15-3,RSMG15
21,IGF119582,RSMG15-5,S782,,,,RSMG15-5,RSMG15
22,IGF119583,RSMG15-7,S730,,,,RSMG15-7,RSMG15
0,IGF113055,A127-11-SSC_1,A11,SSC,,,A127-11-SSC_1,A127_11
4,IGF113056,A053-11-SSC_1,B4,SSC,,,A053-11-SSC_1,A053_11
8,IGF113057,A282-14-SSC_1,B6,SSC,,,A282-14-SSC_1,A282_14
12,IGF113058,A127-11-EC_1,B8,EC,,,A127-11-EC_1,A127_11
16,IGF113059,A282-14-EC_1,B10,EC,,,A282-14-EC_1,A282_14
20,IGF113060,A096-14-SSC_1,B12,SSC,,,A096-14-SSC_1,A096_14
24,IGF113061,A163-17-SSC_1,C2,SSC,,,A163-17-SSC_1,A163_17
28,IGF113062,A096-14-EC_1,C4,EC,,,A096-14-EC_1,A096_14
32,IGF113063,A163-17-EC_1,C6,EC,,,A163-17-EC_1,A163_17
36,IGF113064,A402-14-SSC_1,C10,SSC,,,A402-14-SSC_1,A402_14
40,IGF113065,A169-10-SSC_1,C8,SSC,,,A169-10-SSC_1,A169_10
44,IGF113066,A053-11-EC_1,C12,EC,,,A053-11-EC_1,A053_11
48,IGF113067,A169-10-EC_1,D2,EC,,,A169-10-EC_1,A169_10
52,IGF113068,A402-14-EC_1,D4,EC,,,A402-14-EC_1,A402_14
56,IGF113069,A297-16-SSC_1,D7,SSC,,,A297-16-SSC_1,A297_16
60,IGF113070,A297-16-EC_1,D9,EC,,,A297-16-EC_1,A297_16
64,IGF113071,A319-11-EC_1,D11,EC,,,A319-11-EC_1,A319_11
68,IGF113072,A277-12-SSC_1,E1,SSC,,,A277-12-SSC_1,A277_12
72,IGF113073,A277-12-EC_1,E3,EC,,,A277-12-EC_1,A277_12
76,IGF113074,A319-11-SSC_1,E5,SSC,,,A319-11-SSC_1,A319_11
80,IGF113075,PDC016-EC_1,E7,EC,,,PDC016-EC_1,PDC016
84,IGF113076,PDC016-SSC_1,E9,SSC,,,PDC016-SSC_1,PDC016
88,IGF113077,PDC026-EC_1,E11,EC,,,PDC026-EC_1,PDC026
92,IGF113078,PDC026-SSC_1,F1,SSC,,,PDC026-SSC_1,PDC026
96,IGF113079,A053-11-T_1,F3,,,,A053-11-T_1,A053_11_T
100,IGF113080,A297-16-T_1,F4,,,,A297-16-T_1,A297_16_T
104,IGF113081,A096-14-T_1,F5,,,,A096-14-T_1,A096_14_T
108,IGF113082,A163-17-T_1,F6,,,,A163-17-T_1,A163_17_T
112,IGF113083,A127-11-T_1,F7,,,,A127-11-T_1,A127_11_T
116,IGF113084,A319-11-T_1,F8,,,,A319-11-T_1,A319_11_T
120,IGF113085,A282-14-T_1,F9,,,,A282-14-T_1,A282_14_T
124,IGF113086,A277-12-T_1,F10,,,,A277-12-T_1,A277_12_T
128,IGF113087,PDC016-T_1,G2,,,,PDC016-T_1,PDC016_T
132,IGF113088,PDC026-T_1,G3,,,,PDC026-T_1,PDC026_T
136,IGF113089,A402-14-T_1,G4,,,,A402-14-T_1,A402_14_T
140,IGF113090,A170-13-T_1,G5,,,,A170-13-T_1,A170_13_T
144,IGF113091,A019-12-EC_1,G6,EC,,,A019-12-EC_1,A019_12
148,IGF113092,A051-14-EC_1,G7,EC,,,A051-14-EC_1,A051_14
152,IGF113093,A115-17-EC_1,G8,EC,,,A115-17-EC_1,A115_17
156,IGF113094,A170-13-EC_1,G9,EC,,,A170-13-EC_1,A170_13
160,IGF113095,A019-12-T_1,G10,,,,A019-12-T_1,A019_12_T
164,IGF113096,A051-14-T_1,G11,,,,A051-14-T_1,A051_14_T
168,IGF113097,A115-17-T_1,G12,,,,A115-17-T_1,A115_17_T
172,IGF113098,A272-15-T_1,H1,,,,A272-15-T_1,A272_15_T
176,IGF113099,A354-16-T_1,H2,,,,A354-16-T_1,A354_16_T
180,IGF113100,A019-12-SSC_1,H9,SSC,,,A019-12-SSC_1,A019_12
184,IGF113101,A051-14-SSC_1,H10,SSC,,,A051-14-SSC_1,A051_14
188,IGF113102,A115-17-SSC_1,H11,SSC,,,A115-17-SSC_1,A115_17
192,IGF113103,A170-13-SSC_1,H12,SSC,,,A170-13-SSC_1,A170_13
196,IGF113104,A272-15-EC_1,A9,EC,,,A272-15-EC_1,A272_15
200,IGF113105,A354-16-EC_1,A10,EC,,,A354-16-EC_1,A354_16
204,IGF113106,A354-16-SSC_1,B9,SSC,,,A354-16-SSC_1,A354_16
208,IGF113107,A272-15-SSC_1,A1,SSC,,,A272-15-SSC_1,A272_15
0,IGF117746,19950030-SOM,S762,SOM,,,19950030-SOM,19950030
1,IGF117748,20100742-SOM,S713,SOM,,,20100742-SOM,20100742
2,IGF117752,19891053-SOM,S736,SOM,,,19891053-SOM,19891053
3,IGF117755,19920179-SOM,S709,SOM,,,19920179-SOM,19920179
4,IGF117760,A277-12-SOM,S732,SOM,,,A277-12-SOM,A277_12
5,IGF117762,19920194-SOM,S774,SOM,,,19920194-SOM,19920194
6,IGF117772,20100742-MTEMP,S747,MTEMP,,,20100742-MTEMP,20100742
7,IGF117782,C19-93-MTEMP,S794,MTEMP,,,C19-93-MTEMP,C19_93
8,IGF117785,19920194-MTEMP,S729,MTEMP,,,19920194-MTEMP,19920194
9,IGF117787,P23-07-MTEMP,S777,MTEMP,,,P23-07-MTEMP,P23_07
10,IGF117790,A064-13-MTEMP,S772,MTEMP,,,A064-13-MTEMP,A064_13
11,IGF117791,PDC016-SOM,S725,SOM,,,PDC016-SOM,PDC016
12,IGF117797,19891015-SOM,S755,SOM,,,19891015-SOM,19891015
13,IGF117800,19920077-MTEMP,S760,MTEMP,,,19920077-MTEMP,19920077
14,IGF117804,A064-13-SOM,S716,SOM,,,A064-13-SOM,A064_13
15,IGF117824,A053-11-MTEMP,S708,MTEMP,,,A053-11-MTEMP,A053_11
0,IGF117818,19960064-MTEMP,S723,MTEMP,,,19960064-MTEMP,19960064
1,IGF117819,19891053-MTEMP,S707,MTEMP,,,19891053-MTEMP,19891053
2,IGF117820,19920001-MTEMP,S745,MTEMP,,,19920001-MTEMP,19920001
3,IGF117821,20130325-MTEMP,S746,MTEMP,,,20130325-MTEMP,20130325
4,IGF117822,A019-12-MTEMP,S778,MTEMP,,,A019-12-MTEMP,A019_12
5,IGF117823,A051-14-MTEMP,S781,MTEMP,,,A051-14-MTEMP,A051_14
6,IGF117825,A096-14-MTEMP,S740,MTEMP,,,A096-14-MTEMP,A096_14
7,IGF117826,A115-17-MTEMP,S792,MTEMP,,,A115-17-MTEMP,A115_17
8,IGF117827,A163-17-MTEMP,S705,MTEMP,,,A163-17-MTEMP,A163_17
9,IGF117828,A170-13-MTEMP,S701,MTEMP,,,A170-13-MTEMP,A170_13
10,IGF117829,A272-15-MTEMP,S754,MTEMP,,,A272-15-MTEMP,A272_15
11,IGF117830,A277-12-MTEMP,S798,MTEMP,,,A277-12-MTEMP,A277_12
12,IGF117831,A282-14-MTEMP,S751,MTEMP,,,A282-14-MTEMP,A282_14
13,IGF117832,A297-16-MTEMP,S717,MTEMP,,,A297-16-MTEMP,A297_16
